"tax_id","parent_id","rank","tax_name","root","below_root","superkingdom","below_superkingdom","kingdom","below_kingdom","below_below_kingdom","below_below_below_kingdom","phylum","subphylum","below_subphylum","below_below_subphylum","below_below_below_subphylum","below_below_below_below_subphylum","superclass","class","subclass","infraclass","below_infraclass","below_below_infraclass","below_below_below_infraclass","below_below_below_below_infraclass","below_below_below_below_below_infraclass","below_below_below_below_below_below_infraclass","below_below_below_below_below_below_below_infraclass","below_below_below_below_below_below_below_below_infraclass","below_below_below_below_below_below_below_below_below_infraclass","below_below_below_below_below_below_below_below_below_below_infraclass","superorder","order","suborder","infraorder","superfamily","family","subfamily","tribe","genus","species"
"40829","7953","genus","Barbus","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186627","7952","","","30727","7953","","","40829",""
"58316","7953","genus","Blicca","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186627","7952","","","30727","7953","","","58316",""
"7956","7953","genus","Carassius","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186627","7952","","","30727","7953","","","7956",""
"52618","7953","genus","Chondrostoma","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186627","7952","","","30727","7953","","","52618",""
"47718","278169","genus","Cobitis","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186627","7952","","","30725","7982","278169","","47718",""
"27772","504567","genus","Coregonus","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","1489388","41705","","","","","","","","8006","","","","8015","504567","","27772",""
"8098","8092","genus","Cottus","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","1489388","123365","123366","123367","123368","123369","1489872","1489922","","8111","8100","1490021","","8092","","","8098",""
"7958","7953","genus","Ctenopharyngodon","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186627","7952","","","30727","7953","","","7958",""
"7961","7953","genus","Cyprinus","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186627","7952","","","30727","7953","","","7961",""
"8009","8008","genus","Esox","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","1489388","41705","","","","","","","","8007","","","","8008","","","8009",""
"69292","69291","genus","Gasterosteus","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","1489388","123365","123366","123367","123368","123369","1489872","1489922","","8111","8100","1490020","","69291","","","69292",""
"27703","7953","genus","Gobio","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186627","7952","","","30727","7953","","","27703",""
"39193","641307","genus","Gymnocephalus","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","1489388","123365","123366","123367","123368","123369","1489872","1489922","","8111","8112","","","8165","641307","","39193",""
"7963","7953","genus","Hypophthalmichthys","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186627","7952","","","30727","7953","","","7963",""
"13103","7746","genus","Lampetra","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","1476529","117569","","","","","","","","","","","","","","","","","7745","","","","7746","","","13103",""
"13105","8180","genus","Lepomis","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","1489388","123365","123366","123367","123368","123369","1489872","1489922","","1489940","","","1545897","8180","","","13105",""
"58322","7953","genus","Leucaspius","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186627","7952","","","30727","7953","","","58322",""
"8283","7953","genus","Leuciscus","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186627","7952","","","30727","7953","","","8283",""
"69943","81641","genus","Lota","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","1489388","123365","123366","123367","123368","1489838","1489841","1489843","","8043","1489845","","","81641","","","69943",""
"27705","8180","genus","Micropterus","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","1489388","123365","123366","123367","123368","123369","1489872","1489922","","1489940","","","1545897","8180","","","27705",""
"7983","278169","genus","Misgurnus","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186627","7952","","","30725","7982","278169","","7983",""
"47307","670801","genus","Neogobius","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","1489388","123365","123366","123367","123368","123369","1489872","1489875","","1489878","8219","","","8220","670798","670801","47307",""
"8016","504568","genus","Oncorhynchus","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","1489388","41705","","","","","","","","8006","","","","8015","504568","","8016",""
"8013","182230","genus","Osmerus","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","1489388","1489798","","","","","","","","41711","","","","8012","182230","","8013",""
"8166","641307","genus","Perca","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","1489388","123365","123366","123367","123368","123369","1489872","1489922","","8111","8112","","","8165","641307","","8166",""
"7756","7746","genus","Petromyzon","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","1476529","117569","","","","","","","","","","","","","","","","","7745","","","","7746","","","7756",""
"42662","7953","genus","Phoxinus","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186627","7952","","","30727","7953","","","42662",""
"51137","7953","genus","Pimephales","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186627","7952","","","30727","7953","","","51137",""
"8259","8256","genus","Platichthys","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","1489388","123365","123366","123367","123368","123369","1489872","1489904","","8252","30942","","","8256","","","8259",""
"637986","670802","genus","Ponticola","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","1489388","123365","123366","123367","123368","123369","1489872","1489875","","1489878","8219","","","8220","670798","670802","637986",""
"47309","670802","genus","Proterorhinus","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","1489388","123365","123366","123367","123368","123369","1489872","1489875","","1489878","8219","","","8220","670798","670802","47309",""
"38758","7953","genus","Pseudorasbora","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186627","7952","","","30727","7953","","","38758",""
"134919","69291","genus","Pungitius","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","1489388","123365","123366","123367","123368","123369","1489872","1489922","","8111","8100","1490020","","69291","","","134919",""
"58326","7953","genus","Rhodeus","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186627","7952","","","30727","7953","","","58326",""
"48667","7953","genus","Rutilus","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186627","7952","","","30727","7953","","","48667",""
"8028","504568","genus","Salmo","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","1489388","41705","","","","","","","","8006","","","","8015","504568","","8028",""
"8033","504568","genus","Salvelinus","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","1489388","41705","","","","","","","","8006","","","","8015","504568","","8033",""
"283033","641308","genus","Sander","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","1489388","123365","123366","123367","123368","123369","1489872","1489922","","8111","8112","","","8165","641308","","283033",""
"58318","7953","genus","Scardinius","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186627","7952","","","30727","7953","","","58318",""
"94992","30989","genus","Silurus","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186628","7995","1489793","","","30989","","","94992",""
"233201","7953","genus","Squalius","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186627","7952","","","30727","7953","","","233201",""
"36184","504569","genus","Thymallus","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","1489388","41705","","","","","","","","8006","","","","8015","504569","","36184",""
"27716","7953","genus","Tinca","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186627","7952","","","30727","7953","","","27716",""
"75932","30950","genus","Umbra","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","1489388","41705","","","","","","","","8007","","","","30950","","","75932",""
"101898","7953","genus","Vimba","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186627","7952","","","30727","7953","","","101898",""
"38527","38526","species","Abramis brama","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186627","7952","","","30727","7953","","","38526","38527"
"61674","7901","species","Acipenser sturio","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","32440","","","","","","","","","","","","","7899","186622","","","7900","124129","124130","7901","61674"
"58321","58320","species","Alburnoides bipunctatus","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186627","7952","","","30727","7953","","","58320","58321"
"54556","54555","species","Alburnus alburnus","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186627","7952","","","30727","7953","","","54555","54556"
"278164","34772","species","Alosa alosa","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","282425","","","","","","","","32446","1489460","","","55118","55119","","34772","278164"
"278165","34772","species","Alosa fallax","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","282425","","","","","","","","32446","1489460","","","55118","55119","","34772","278165"
"109273","109272","species","Ambloplites rupestris","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","1489388","123365","123366","123367","123368","123369","1489872","1489922","","1489940","","","1545897","8180","","","109272","109273"
"219545","50384","species","Ameiurus melas","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186628","7995","1489793","","","7996","","","50384","219545"
"27778","50384","species","Ameiurus nebulosus","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186628","7995","1489793","","","7996","","","50384","27778"
"7936","7935","species","Anguilla anguilla","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489340","186624","32521","","","","","","","","","7933","","","","7934","","","7935","7936"
"98928","98927","species","Aspius aspius","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186627","7952","","","30727","7953","","","98927","98928"
"135647","160394","species","Barbatula barbatula","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186627","7952","","","30725","278171","","","160394","135647"
"40830","40829","species","Barbus barbus","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186627","7952","","","30727","7953","","","40829","40830"
"58317","58316","species","Blicca bjoerkna","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186627","7952","","","30727","7953","","","58316","58317"
"7957","7956","species","Carassius auratus","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186627","7952","","","30727","7953","","","7956","7957"
"217509","7956","species","Carassius carassius","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186627","7952","","","30727","7953","","","7956","217509"
"52619","52618","species","Chondrostoma nasus","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186627","7952","","","30727","7953","","","52618","52619"
"98395","47718","species","Cobitis taenia","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186627","7952","","","30725","7982","278169","","47718","98395"
"36180","27772","species","Coregonus albula","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","1489388","41705","","","","","","","","8006","","","","8015","504567","","27772","36180"
"27773","27772","species","Coregonus autumnalis","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","1489388","41705","","","","","","","","8006","","","","8015","504567","","27772","27773"
"59291","27772","species","Coregonus lavaretus","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","1489388","41705","","","","","","","","8006","","","","8015","504567","","27772","59291"
"348708","27772","species","Coregonus oxyrinchus","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","1489388","41705","","","","","","","","8006","","","","8015","504567","","27772","348708"
"100952","8098","species","Cottus gobio","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","1489388","123365","123366","123367","123368","123369","1489872","1489922","","8111","8100","1490021","","8092","","","8098","100952"
"7959","7958","species","Ctenopharyngodon idella","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186627","7952","","","30727","7953","","","7958","7959"
"7962","7961","species","Cyprinus carpio","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186627","7952","","","30727","7953","","","7961","7962"
"8010","8009","species","Esox lucius","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","1489388","41705","","","","","","","","8007","","","","8008","","","8009","8010"
"69293","69292","species","Gasterosteus aculeatus","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","1489388","123365","123366","123367","123368","123369","1489872","1489922","","8111","8100","1490020","","69291","","","69292","69293"
"27704","27703","species","Gobio gobio","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186627","7952","","","30727","7953","","","27703","27704"
"57865","39193","species","Gymnocephalus cernua","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","1489388","123365","123366","123367","123368","123369","1489872","1489922","","8111","8112","","","8165","641307","","39193","57865"
"13095","7963","species","Hypophthalmichthys molitrix","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186627","7952","","","30727","7953","","","7963","13095"
"7965","7963","species","Hypophthalmichthys nobilis","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186627","7952","","","30727","7953","","","7963","7965"
"7748","13103","species","Lampetra fluviatilis","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","1476529","117569","","","","","","","","","","","","","","","","","7745","","","","7746","","","13103","7748"
"7750","13103","species","Lampetra planeri","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","1476529","117569","","","","","","","","","","","","","","","","","7745","","","","7746","","","13103","7750"
"270329","13105","species","Lepomis gibbosus","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","1489388","123365","123366","123367","123368","123369","1489872","1489922","","1489940","","","1545897","8180","","","13105","270329"
"58323","58322","species","Leucaspius delineatus","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186627","7952","","","30727","7953","","","58322","58323"
"69811","8283","species","Leuciscus idus","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186627","7952","","","30727","7953","","","8283","69811"
"58325","8283","species","Leuciscus leuciscus","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186627","7952","","","30727","7953","","","8283","58325"
"69944","69943","species","Lota lota","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","1489388","123365","123366","123367","123368","1489838","1489841","1489843","","8043","1489845","","","81641","","","69943","69944"
"27706","27705","species","Micropterus salmoides","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","1489388","123365","123366","123367","123368","123369","1489872","1489922","","1489940","","","1545897","8180","","","27705","27706"
"7984","7983","species","Misgurnus fossilis","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186627","7952","","","30725","7982","278169","","7983","7984"
"47308","47307","species","Neogobius melanostomus","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","1489388","123365","123366","123367","123368","123369","1489872","1489875","","1489878","8219","","","8220","670798","670801","47307","47308"
"8017","8016","species","Oncorhynchus gorbuscha","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","1489388","41705","","","","","","","","8006","","","","8015","504568","","8016","8017"
"8022","8016","species","Oncorhynchus mykiss","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","1489388","41705","","","","","","","","8006","","","","8015","504568","","8016","8022"
"29151","8013","species","Osmerus eperlanus","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","1489388","1489798","","","","","","","","41711","","","","8012","182230","","8013","29151"
"8168","8166","species","Perca fluviatilis","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","1489388","123365","123366","123367","123368","123369","1489872","1489922","","8111","8112","","","8165","641307","","8166","8168"
"7757","7756","species","Petromyzon marinus","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","1476529","117569","","","","","","","","","","","","","","","","","7745","","","","7746","","","7756","7757"
"58324","42662","species","Phoxinus phoxinus","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186627","7952","","","30727","7953","","","42662","58324"
"90988","51137","species","Pimephales promelas","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186627","7952","","","30727","7953","","","51137","90988"
"8260","8259","species","Platichthys flesus","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","1489388","123365","123366","123367","123368","123369","1489872","1489904","","8252","30942","","","8256","","","8259","8260"
"320565","637986","species","Ponticola kessleri","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","1489388","123365","123366","123367","123368","123369","1489872","1489875","","1489878","8219","","","8220","670798","670802","637986","320565"
"322563","47309","species","Proterorhinus semilunaris","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","1489388","123365","123366","123367","123368","123369","1489872","1489875","","1489878","8219","","","8220","670798","670802","47309","322563"
"51549","38758","species","Pseudorasbora parva","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186627","7952","","","30727","7953","","","38758","51549"
"134920","134919","species","Pungitius pungitius","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","1489388","123365","123366","123367","123368","123369","1489872","1489922","","8111","8100","1490020","","69291","","","134919","134920"
"58327","58326","species","Rhodeus sericeus","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186627","7952","","","30727","7953","","","58326","58327"
"48668","48667","species","Rutilus rutilus","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186627","7952","","","30727","7953","","","48667","48668"
"8030","8028","species","Salmo salar","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","1489388","41705","","","","","","","","8006","","","","8015","504568","","8028","8030"
"8032","8028","species","Salmo trutta","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","1489388","41705","","","","","","","","8006","","","","8015","504568","","8028","8032"
"8036","8033","species","Salvelinus alpinus","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","1489388","41705","","","","","","","","8006","","","","8015","504568","","8033","8036"
"8038","8033","species","Salvelinus fontinalis","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","1489388","41705","","","","","","","","8006","","","","8015","504568","","8033","8038"
"283035","283033","species","Sander lucioperca","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","1489388","123365","123366","123367","123368","123369","1489872","1489922","","8111","8112","","","8165","641308","","283033","283035"
"58319","58318","species","Scardinius erythrophthalmus","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186627","7952","","","30727","7953","","","58318","58319"
"94993","94992","species","Silurus glanis","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186628","7995","1489793","","","30989","","","94992","94993"
"8284","233201","species","Squalius cephalus","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186627","7952","","","30727","7953","","","233201","8284"
"36185","36184","species","Thymallus thymallus","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","1489388","41705","","","","","","","","8006","","","","8015","504569","","36184","36185"
"27717","27716","species","Tinca tinca","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186627","7952","","","30727","7953","","","27716","27717"
"75934","75932","species","Umbra pygmaea","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","1489388","41705","","","","","","","","8007","","","","30950","","","75932","75934"
"155067","101898","species","Vimba vimba","1","131567","2759","33154","33208","6072","33213","33511","7711","89593","7742","7776","117570","117571","7898","186623","41665","32443","1489341","186625","186634","32519","186626","","","","","","186627","7952","","","30727","7953","","","101898","155067"
